tweet_id,text,Label
5.68E+17,@jetblue waiting for flt 105 to Chicago. Why hasn't aircraft left buffalo yet?,1
5.70E+17,"@united question:are there onboad 110 volt outlets in all planes? If so, where?",1
5.70E+17,@AmericanAir I have no transportation to and going to some other city and getting to NY sometime on Wed?! I'm sorry that's not gonna cut,-1
5.70E+17,äóì@united: @Darquenloveli We regret to hear this. Please let us know if you need assistance. ^KNäóù I was finally able to secure my seat. Thx,1
5.68E+17,@Jetblue Delay = Perfect time to learn Swift programming with @TeamTreehouse,1
5.70E+17,"@united as a 1k, I'm always hoping for improvement.",-1
5.68E+17,@USAirways what is policy on changing flight to different dates once your flight has been delayed?,1
5.69E+17,@united I need you...to be a better airline. ^LOL,-1
5.69E+17,@united Usually an issue with Express our of SFO. Positive note: Mainline p.s. was enjoyable.,1
5.69E+17,@JetBlue U said 15mins to Take Off and now we were told 1hr more delay &amp; possible cancellation. How do U plan to rectify this? #Frustrated,-1
5.69E+17,@USAirways I'm logged into a booking. I need to add API before travelling to the states but I cannot see where to do it,1
5.70E+17,@USAirways I didn't make a reservation yet. It's about changing name on my dividend miles account,1
5.70E+17,@AmericanAir all I want is to know what to do regarding my connecting flights since my 1st is cancelled. Could you be of assistance?,1
5.68E+17,@united I will be patient as your agent explains how you have me booked on a new flight for 6:18 when that plane doesn't arrive until 6:07,-1
5.70E+17,@JetBlue Stop trying to make #fleek happen! #PointsMe,-1
5.69E+17,@USAirways how do you manage to place a family of 5 into a plain with none of them sitting next to each other one of them being a 3yr old,-1
5.68E+17,@united &lt;&lt;&lt;&lt;&lt;&lt;-------- do not reply to emails?,-1
5.70E+17,@AmericanAir I'm on 1024 into Dallas. Do I have any chance of catching 2238 to Boston? Do I need to run from Gate D6 to A15?.,1
5.70E+17,@AmericanAir what's done is done. Not much you can do at this point. Trip is already over.,-1
5.68E+17,@JetBlue Thanks for having us hang out at Tampa Airport forever today!!! It's really been an awesome experience,-1
5.69E+17,@USAirways problem with flight in Gainesville US Airways  5137 to CLT will miss connecting flight 5547 to IAD. When can I get another flight,-1
5.69E+17,@United Brothers baggage was lost on route to 2015 Panamerican Cross Country Cup Championship in Columbia. His race is Sunday. Please help.,-1
5.69E+17,@SouthwestAir My husband a first time flyer with you has had the worst experience on board a aircraft just a few minutes ago.,-1
5.70E+17,This shits gotta stop RT @JetBlue: Our fleet's on fleek. http://t.co/PEQ90pqMpp,-1
5.70E+17,@united iCloud it is not there yet -- PLEASE HELP 917 703 1472,1
5.70E+17,@AmericanAir please dm me,1
5.70E+17,@AmericanAir Kudos to ticket agents for #2224 for making passengers check bags that are too big to fit in overhead.,1
5.68E+17,@USAirways can they change to correct last name? Did via reservations already but said can't change ticket name..,1
5.70E+17,@USAirways flights to Dfw cancelled today?,1
5.69E+17,@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas _ôÖ©_ôÖ_,-1
5.69E+17,"@SouthwestAir - I get that weather delays are not in your hands, but is there nothing else you can offer for the massive inconvenience?",-1
5.70E+17,Well @AmericanAir we won't be flying you. Rebooked on Jetblue. With credits (that actually work) it was free!,-1
5.68E+17,"@USAirways it is the same passenger, just her maiden name ended up as last name through online booking.  Yes, understand non transferable",1
5.69E+17,@USAirways Thank you for valuing my feedback. What will you do with it?,1
5.70E+17,@AmericanAir 8:30 departure?  Sure. Is there a catering strike at JFK?  @FoxNews @CNBC @BloombergRadio http://t.co/HPgXYZRW8o,-1
5.69E+17,@USAirways why cant Sapphire members reach anyone on the phone?,-1
5.68E+17,@USAirways what's the issue with flight 4420 from jax being delayed tonight?,1
5.68E+17,"@JetBlue im flying with you from mi-boston and then icelandair to iceland, 8 hours between. can we check our bags all the way?",1
5.69E+17,@united I got an email from cust. care for an issue I had offering me a voucher. How do I claim that? I emailed back but got no reply. DM me,1
5.70E+17,@AmericanAir does that mean my ktn is not in my reservation?,1
5.70E+17,@SouthwestAir been all up and down the area where the pic was taken and don't see any albums.,1
5.68E+17,@SouthwestAir No. We were in a large group. Majority of the 30+ bags were soaked.,-1
5.69E+17,@SouthwestAir sent,1
5.68E+17,@united  why is it so hard to add in meal preferences AFTER I booked tickets? I forgot to do it &amp; it's now impossible! I even called.,-1
5.70E+17,@united you think you boarded flight AU1066 too early? I think so.,-1
5.70E+17,"@USAirways I would happily wait in the terminal near food, restrooms and non irritated passengers.",-1
5.69E+17,@USAirways Oh well. I'll get to Cancun eventually.,1
5.70E+17,"@USAirways Its not just PHL, at BTV today made to deplane because ""it's Sunday and we don't know if maintenance will be available""",-1
5.69E+17,@united nice. I wonder how you pick who to respond to? Maybe only happy customers are easier. I wonder how many of those you have left.,-1
5.70E+17,"@united nope not here. You need a little red stamp from the counter. Check yourself, before you wreck yourself son http://t.co/0pRGySvuRm",-1
5.69E+17,@united Wife and I have two new destinations and I'm stuck in DC until Monday with no bags,-1
5.70E+17,@united no thank you,1
5.69E+17,@JetBlue When are you guys doing a dualcam with @RedReserve ?,1
5.70E+17,"@JetBlue Rats, that's a bummer!",-1
5.69E+17,@USAirways there is a travel advis for nyc and phil PA  -winter weather- but U.S. Air hasn't posted one yet. Can I still change flt wo pen?,1
5.68E+17,@USAirways I spent more on the room &amp; transportation then I did the whole flight,1
5.70E+17,@USAirways  has me on my toes whether I'm going to make my flight back to Boston tonight,-1
5.70E+17,@united even on international flight Glasgow to the U.S.? Then what about orlando to Newark? All 90 mins?,1
5.70E+17,@USAirways : We Suck -- And Pass the Savings on to Us! #usairwaysfail,-1
5.68E+17,@united please help trace my luggage which was put through without a name tag on 11 February 2014 at Albuquerque airport,-1
5.68E+17,@SouthwestAir When do you all expect to open the reservation through November?,1
5.70E+17,"@americanair Can you tell me where my luggage is? I was on flight 1644 SNA to DFW and my flight to MKE was cancelled, so got rebooked to ORD",1
5.70E+17,@SouthwestAir when can we expect customer service in Dallas to be available,1
5.70E+17,@united 1k and had problem getting out of FLL to IAH  sent DM to you about making my connection  please let me know,1
5.68E+17,@SouthwestAir I got a phishing email claiming to be from Southwest. I can forward to you if you'd like to investigate.,1
5.70E+17,"@JetBlue It drops 75 when i take off the other two people, and vice versa. back and forth.",1
5.70E+17,@SouthwestAir fyi the link in your baggage incident email redirects to a 404 on mobile. The link auto changes on mobile. Desktop works fine.,1
5.70E+17,@AmericanAir @dfwairport listening to all the flights taking off over my house and kicking myself for booking an AM flight tomorrow. Iceday?,1
5.69E+17,@united why are there no early morning flights from HNL to anywhere in the continental US? Example- Monday 4/20. Need flight to PHL,-1
5.70E+17,@united  i have a weekend of dealing with your company that would say otherwise.,-1
5.68E+17,"@JetBlue my mom wanted me to change her seat along with my sister, but their two different reservations and idk",1
5.70E+17,@AmericanAir the one at 11:30am? My app still shows it as on time!,-1
5.69E+17,@united Of course. That was the start of my trip 3 wks. ago. Its gone further downhill on my return.,-1
5.70E+17,@united can you change DKYDE6 to 4583&gt;36 on 2/23 instead of 3636&gt;606&gt;36; original reservation was for 4404&gt;36 yesterday but was cancelled.,1
5.68E+17,@JetBlue No worries. Delay was minor and dealt with nicely. It was captain of flight 2324 by the way.,1
5.68E+17,"@SouthwestAir @Kaneshow @InternJohnRadio @mrerickv THIS IS EVERYTHING... now, return that jet so we can go to Miami!",1
5.69E+17,@VirginAmerica I need you to follow back in order to DM.,1
5.70E+17,.@AmericanAir can you connect me to a person without having to wait 2+ hours on hold? I still haven't been able to resolve the problem.,-1
5.69E+17,@SouthwestAir Booking all my late summer travel! Did the AUS-CUN direct flight disappear?,1
5.70E+17,@USAirways @AmericanAir shout out to Diane at EYW for helping get us home today instead of tomorrow (even if a little late!),1
5.68E+17,@united I'm asking if you can simplify the communications- thx,-1
5.70E+17,@JetBlue I spent an hour on the phone with customer service only to find out that they can't help. Need help with family pooling asap.,-1
5.68E+17,@JetBlue understood ... but could I go and put myself on the standby list 5 hours prior to my flight?,1
5.68E+17,@JetBlue There's just so many choices for y'all south of the border and I know not every airline is equal - lowest price != best value. ;),1
5.69E+17,@USAirways I was eventually given a flight to Memphis but only after I was taken off my original flight bc I was checked in as my father,-1
5.70E+17,@USAirways got off stand by list and on earlier flight to DCA. What is the status of my checked bag? Was supposed to be on #4047 thanks,1
5.70E+17,"@USAirways US 728 Wait, now a gate opened. Back we go. (Good, maybe we can get off.)",-1
5.70E+17,@AmericanAir please email me at temorris2010@hotmail.com. willing to discuss my experience &amp; give another try would like to speak directly,-1
5.68E+17,@united - my son left his tablet on plane.  Am out of country and can not call easily.  Is there an email to contact?,1
5.70E+17,@united no thanks,1
5.70E+17,@USAirways Your system is affected by the weather?,1
5.69E+17,@united same flight number different flight. I'm heading to MPLS,1
5.70E+17,@AmericanAir boarded flight 2334 at 8:30am.  Now 11:40.  Still sitting on runway.  Lots o fun,-1
5.68E+17,@USAirways Still irritated that our well planned and booked return was messed with &amp; with no warning.,-1
5.70E+17,@united what is this subtlety gate changes? Are you kidding with me?,-1
5.69E+17,"@USAirways, if I rebook on another airline after my flight was cancelled, do you reimburse? I need to get home today, not Tuesday.",1
5.70E+17,@AmericanAir it looks like a mistake,1
5.68E+17,"@united We were told by United to ""carry over/carry back"" for the refund.",1
5.69E+17,@SouthwestAir you know I äù_¥Ÿèyou but trying my patience - had easier cheaper ways from TPA to PDX but stuck w u. Turned my 3 hrs in MCI to 6,-1
5.70E+17,@SouthwestAir do these scavenger hunt  locations have anything in common because I'm playing detective trying to figure out the one for ATL.,-1
5.70E+17,@AmericanAir the pilot her and another flight attendant left walking away laughing.  Just wow,-1
5.70E+17,@united left my iPad on MCO-&gt;IAD flight 174. How long to hear back once claim submitted? TY!,1
5.70E+17,@AmericanAir it's not a friend it's a legally required chaperone on a school trip.,1
5.70E+17,"@united - thanks for your help...got me what I need, but its an issue with @_austrian . I guess I sit awhile longer.",1
5.68E+17,@USAirways Is there a way to have someone contact me when you have an agent available? Need help booking an award flight.,1
5.70E+17,"@united according to your DMs, I'm not owed a refund. please may I be provided with a contact number before I go to my bank to file claim",-1
5.68E+17,"@SouthwestAir could care more about their customer, if there is a reasonable request :(",-1
5.68E+17,@VirginAmerica Umm so no reason as to why this is? Is there someone different I should contact (or contact me) to get a definitive answer?,-1
5.70E+17,@AmericanAir boarding in 2mins YAY!!!!,1
5.69E+17,@SouthwestAir Salted or honey roasted? I vote to bring back the salted peanuts. I dread a year of the honey roasted!_ôÖ_ http://t.co/RHw78ktQFO,1
5.70E+17,@USAirways The help/complaint forms on the website can be used only if the matter applies to an actual ticketed flight,1
5.68E+17,@united Thank you for responding so promptly! I look forward to the 240 kms drive to the office to file a claim.,-1
5.70E+17,"@USAirways #686 is delayed due to tail winds and need to jump on #521 to SEA, leaving the same time this arrives. Is there a chance to hold?",1
5.68E+17,@SouthwestAir sure. Fhk2te. Am scheduled to leave this weekend but need to push to October,1
5.70E+17,@united I lost my sunglasses on the flight from OKC to IAH this morning (8am takeoff) .. is there any way to retrieve them?,1
5.70E+17,"@JetBlue where is the ""award winning service""?",-1
5.68E+17,@USAirways You will be hearing a lot more from me instead of your feedback when I get back home.,-1
5.69E+17,"@SouthwestAir Hi! Winter Wx Advisory issued for STL. Snow &amp; Ice &amp; Cold, oh my! Will you issue a travel advisory for that?",1
5.70E+17,@united Worked like a charm. Bag was waiting on the carousel when we got to baggage claim. #welldone #goodflight #friendlysky,1
5.70E+17,@AmericanAir don't worry. I'll be sending a letter with what I expect from you for compensation. I fly twice a week w/you guys...for now,-1
5.69E+17,@USAirways cancelled flight 1796 baggage held hostage at CHL. No communication.,-1
5.68E+17,@united flight attendant regains karma by giving big sweaty dad cold water. Guy was running &amp; carrying his daughter.  Last one onboard.,1
5.70E+17,"@jetblue as courtesy to Mosaic members or anyone, a request for water should be attended promptly. Daniel in flight 1557, should know better",-1
5.70E+17,@SouthwestAir are 5 people there?,1
5.68E+17,@SouthwestAir bad weather and multiple canceled flights has us all scared!  Noted for next time.,-1
5.68E+17,@JetBlue should i continue?,1
5.69E+17,@SouthwestAir now flight is book and I have to fly standby if they will allow me to check in before the flight takes off,-1
5.69E+17,"@JetBlue basically stole my glasses, and now I can't drive or see in my classes and they're not answering my phone calls. #thanksJetBlue",-1
5.69E+17,"@united you realize you've said this already. At least last time you asked if I needed ""help""",-1
5.69E+17,"@USAirways will do.  maybe the pre-purchase meal email is because the flight is 9 min short of 3 hours, so I guess there are none offered",1
5.69E+17,@USAirways Do you have a phone Nbr for Refund Dept ?,1
5.70E+17,@AmericanAir What's the best way to check on any delays or cancellations for my flight out of DFW on Tuesday?,1
5.70E+17,"@JetBlue yup we know, not your fault, just not ideal sittin for over an hour but as always your staff is great!",1
5.70E+17,@JetBlue flight 2008,1
5.68E+17,@USAirways any tips on getting a hotel that your airline won't get for any of us even though we were told that we'd make our flight?,-1
5.70E+17,"@AmericanAir I hear #Delta is offering 2,500 miles to frequent flyers if their bags doesn't come out within 20 minutes of landing thoughts?",1
5.69E+17,@JetBlue - worst view for an athlete; watching your team from the front seat of the chase van #nogearnotraining,-1
5.69E+17,@USAirways what am I paying you $275 for?   Fly the damn plane!  Not one announcement from the crew.  Let me know how you wanna refund me.,-1
5.69E+17,@USAirways what's going on with passengers diverted to CLT on FLL to PHL flight that left at 830 tonight?,1
5.70E+17,"@AmericanAir If SNA curfew causes diversion, do you provide transportation from LAX? On AA1237 now, pilot not sure if we have time.",1
5.70E+17,@united can you assign seats,1
5.68E+17,"@SouthwestAir I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",-1
5.69E+17,"@united All flights canceled :( Trip refunded without difficulty, staff extremely helpful, no complaints! Way to handle bad weather!",1
5.69E+17,@USAirways Don't want to clog your already-crowded line with a special meal request. Can someone DM me to sort out? #vegetarianproblems :),1
5.70E+17,"@USAirways I left my personal stuff on US4551 from PHL-BOS about an hour ago. Went baggage, was told plane left to call 800#",1
5.69E+17,"@VirginAmerica We're on flight 910 Vegas to Boston today, checked in online but our bag count didn't register. Can I fix that somehow?",1
5.70E+17,"@AmericanAir thanks for forcing me to check -in my carry - on luggage. That is exactly why I spent extra money on ""travel size"" toiletries",-1
5.70E+17,@SouthwestAir thx but I'll be expecting a credit for this leg.,-1
5.70E+17,@AmericanAir Trying desperately to get my boyfriend booked on the same US Airways flight as myself for the same price. Can you help?,1
5.68E+17,@united how's my refund coming along??,-1
5.70E+17,@AmericanAir I got rebooked on on us airways by you guys but the flight I got won't work. Any help would be appreciated.,1
5.70E+17,"@united Thank you. Mention that before I boarded she asked 1other person to measure their bag, and it was another woman. Men not asked.",-1
5.70E+17,@AmericanAir Oh they seem  to have reappeared now lol,1
5.70E+17,"@AmericanAir I didn't miss my flight.  American Airlines gave my ticket, as well as 6 other passengers tickets away. Not my fault.",-1
5.69E+17,@USAirways no more hotel voucher? Everyone had to get one but not me...what do I do? Arrived from Amsterdam #SnowStorm,-1
5.69E+17,"@united no, didn't notice I was 38A until start of boarding. Assumed I was 8E. By time boarding started, GAs had cleared standbys, full flt",1
5.69E+17,@JetBlue do you know when the schedule for dec 2015 will be released?,1
5.68E+17,@USAirways ...these changes as well to later find out that the flight I was scheduled for isn't ready,-1
5.70E+17,"@AmericanAir Thanks for the reply, but a functioning plane four hours ago was the only way to do that. The staff was friendly, tho.",-1
5.69E+17,@JetBlue would you say a delay is more likely? Thanks so much.,1
5.69E+17,@united - Kids left a kindle fire HD 6 onboard UA1037 (ORD-SFO) today. Row 9ABC-DEF (we had the whole row amongst the 5 of us).  Help...,1
5.69E+17,@united we need a new flight to Tucson,1
5.70E+17,"@united Thank you, ^JH, appreciate the prompt responses--me and other passengers will be doing so.",1
5.69E+17,@JetBlue thanks! Yes! order me a rum and coke and get me a hotel voucher because the floor and chairs aren't so cushy here...!,1
5.68E+17,@JetBlue @Cinnabon the two of you should team up to serve cinnabons on the flights!!!! #BonsInTheSky,1
5.70E+17,@united - it's been almost 2 weeks and still no word from DOT on update of london fare to us cities? any updates on your end?,1
5.70E+17,"@united I've sent the message, let me know if you got it. I'm not very twitter-literate. Also, is he REALLY going to be stuck for 18hrs?",-1
5.70E+17,@SouthwestAir darn! I bought it on the wrong device! No way to switch I'm sure?,1
5.70E+17,@USAirways thanks for being so bad you make a two day train trip look appealing!!,-1
5.70E+17,@SouthwestAir : Hello..are flights taking off from @DallasLoveField airport this noon. Am supposed to travel on flight 376 to San antonio,1
5.70E+17,@AmericanAir fortunately the window seat was a no-show. Able to scoot over and create space.,1
5.69E+17,"@JetBlue it seems I never received an ID, just a password.",1
5.68E+17,@USAirways stuck in cae need rebooking for next flight possibly dm for more info,-1
5.69E+17,@SouthwestAir next up: enforcing your boarding procedure.,-1
5.69E+17,"@SouthwestAir I was under the impression when there is an 8 hour delay in your flight because of equipment failure, compensation is offered?",-1
